year_month,month_of_release,passenger_type,direction,sex,age,estimate
2017-07,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,18
2017-07,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,8
2017-07,2020-09,Long-term migrant,Net,TOTAL,0-4 years,299
2017-07,2020-09,Long-term migrant,Net,TOTAL,10-14 years,474
2017-07,2020-09,Long-term migrant,Net,TOTAL,15-19 years,1002
2017-07,2020-09,Long-term migrant,Net,TOTAL,20-24 years,502
2017-07,2020-09,Long-term migrant,Net,TOTAL,25-29 years,525
2017-07,2020-09,Long-term migrant,Net,TOTAL,30-34 years,717
2017-07,2020-09,Long-term migrant,Net,TOTAL,35-39 years,515
2017-07,2020-09,Long-term migrant,Net,TOTAL,40-44 years,278
2017-07,2020-09,Long-term migrant,Net,TOTAL,45-49 years,169
2017-07,2020-09,Long-term migrant,Net,TOTAL,5-9 years,338
2017-07,2020-09,Long-term migrant,Net,TOTAL,50-54 years,34
2017-07,2020-09,Long-term migrant,Net,TOTAL,55-59 years,77
2017-07,2020-09,Long-term migrant,Net,TOTAL,60-64 years,140
2017-07,2020-09,Long-term migrant,Net,TOTAL,65-69 years,35
2017-07,2020-09,Long-term migrant,Net,TOTAL,70-74 years,-12
2017-07,2020-09,Long-term migrant,Net,TOTAL,75-79 years,-9
2017-07,2020-09,Long-term migrant,Net,TOTAL,80-84 years,1
2017-07,2020-09,Long-term migrant,Net,TOTAL,85-89 years,1
2017-07,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,1
2017-07,2020-09,Long-term migrant,Departures,TOTAL,90+ years,4
2017-07,2020-09,Long-term migrant,Net,TOTAL,90+ years,-3
2017-07,2020-09,Long-term migrant,Arrivals,Female,TOTAL,6343
2017-07,2020-09,Long-term migrant,Arrivals,Male,TOTAL,6584
2017-07,2020-09,Long-term migrant,Departures,Female,TOTAL,3804
2017-07,2020-09,Long-term migrant,Departures,Male,TOTAL,4040
2017-07,2020-09,Long-term migrant,Net,Female,TOTAL,2539
2017-07,2020-09,Long-term migrant,Net,Male,TOTAL,2544
2017-07,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,12927
2017-07,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,7844
2017-07,2020-09,Long-term migrant,Net,TOTAL,TOTAL,5083
2017-08,2020-09,Long-term migrant,Arrivals,Female,0-4 years,430
2017-08,2020-09,Long-term migrant,Arrivals,Male,0-4 years,447
2017-08,2020-09,Long-term migrant,Arrivals,Female,10-14 years,272
2017-08,2020-09,Long-term migrant,Arrivals,Male,10-14 years,299
2017-08,2020-09,Long-term migrant,Arrivals,Female,15-19 years,315
2017-08,2020-09,Long-term migrant,Arrivals,Male,15-19 years,377
2017-08,2020-09,Long-term migrant,Arrivals,Female,20-24 years,764
2017-08,2020-09,Long-term migrant,Arrivals,Male,20-24 years,625
2017-08,2020-09,Long-term migrant,Arrivals,Female,25-29 years,1208
2017-08,2020-09,Long-term migrant,Arrivals,Male,25-29 years,1009
2017-08,2020-09,Long-term migrant,Arrivals,Female,30-34 years,773
2017-08,2020-09,Long-term migrant,Arrivals,Male,30-34 years,757
2017-08,2020-09,Long-term migrant,Arrivals,Female,35-39 years,469
2017-08,2020-09,Long-term migrant,Arrivals,Male,35-39 years,566
2017-08,2020-09,Long-term migrant,Arrivals,Female,40-44 years,304
2017-08,2020-09,Long-term migrant,Arrivals,Male,40-44 years,348
2017-08,2020-09,Long-term migrant,Arrivals,Female,45-49 years,166
2017-08,2020-09,Long-term migrant,Arrivals,Male,45-49 years,268
2017-08,2020-09,Long-term migrant,Arrivals,Female,5-9 years,341
2017-08,2020-09,Long-term migrant,Arrivals,Male,5-9 years,356
2017-08,2020-09,Long-term migrant,Arrivals,Female,50-54 years,148
2017-08,2020-09,Long-term migrant,Arrivals,Male,50-54 years,165
2017-08,2020-09,Long-term migrant,Arrivals,Female,55-59 years,140
2017-08,2020-09,Long-term migrant,Arrivals,Male,55-59 years,129
2017-08,2020-09,Long-term migrant,Arrivals,Female,60-64 years,137
2017-08,2020-09,Long-term migrant,Arrivals,Male,60-64 years,130
2017-08,2020-09,Long-term migrant,Arrivals,Female,65-69 years,68
2017-08,2020-09,Long-term migrant,Arrivals,Male,65-69 years,82
2017-08,2020-09,Long-term migrant,Arrivals,Female,70-74 years,38
2017-08,2020-09,Long-term migrant,Arrivals,Male,70-74 years,34
2017-08,2020-09,Long-term migrant,Arrivals,Female,75-79 years,10
2017-08,2020-09,Long-term migrant,Arrivals,Male,75-79 years,18
2017-08,2020-09,Long-term migrant,Arrivals,Female,80-84 years,14
2017-08,2020-09,Long-term migrant,Arrivals,Male,80-84 years,8
2017-08,2020-09,Long-term migrant,Arrivals,Female,85-89 years,3
2017-08,2020-09,Long-term migrant,Arrivals,Male,85-89 years,13
2017-08,2020-09,Long-term migrant,Arrivals,Female,90+ years,1
2017-08,2020-09,Long-term migrant,Departures,Female,0-4 years,206
2017-08,2020-09,Long-term migrant,Departures,Male,0-4 years,260
2017-08,2020-09,Long-term migrant,Departures,Female,10-14 years,79
2017-08,2020-09,Long-term migrant,Departures,Male,10-14 years,106
2017-08,2020-09,Long-term migrant,Departures,Female,15-19 years,211
2017-08,2020-09,Long-term migrant,Departures,Male,15-19 years,215
2017-08,2020-09,Long-term migrant,Departures,Female,20-24 years,580
2017-08,2020-09,Long-term migrant,Departures,Male,20-24 years,735
2017-08,2020-09,Long-term migrant,Departures,Female,25-29 years,653
2017-08,2020-09,Long-term migrant,Departures,Male,25-29 years,904
2017-08,2020-09,Long-term migrant,Departures,Female,30-34 years,366
2017-08,2020-09,Long-term migrant,Departures,Male,30-34 years,411
2017-08,2020-09,Long-term migrant,Departures,Female,35-39 years,203
2017-08,2020-09,Long-term migrant,Departures,Male,35-39 years,235
2017-08,2020-09,Long-term migrant,Departures,Female,40-44 years,142
2017-08,2020-09,Long-term migrant,Departures,Male,40-44 years,202
2017-08,2020-09,Long-term migrant,Departures,Female,45-49 years,134
2017-08,2020-09,Long-term migrant,Departures,Male,45-49 years,153
2017-08,2020-09,Long-term migrant,Departures,Female,5-9 years,133
2017-08,2020-09,Long-term migrant,Departures,Male,5-9 years,139
2017-08,2020-09,Long-term migrant,Departures,Female,50-54 years,103
2017-08,2020-09,Long-term migrant,Departures,Male,50-54 years,113
2017-08,2020-09,Long-term migrant,Departures,Female,55-59 years,114
2017-08,2020-09,Long-term migrant,Departures,Male,55-59 years,102
2017-08,2020-09,Long-term migrant,Departures,Female,60-64 years,72
2017-08,2020-09,Long-term migrant,Departures,Male,60-64 years,91
2017-08,2020-09,Long-term migrant,Departures,Female,65-69 years,46
2017-08,2020-09,Long-term migrant,Departures,Male,65-69 years,59
2017-08,2020-09,Long-term migrant,Departures,Female,70-74 years,28
2017-08,2020-09,Long-term migrant,Departures,Male,70-74 years,28
2017-08,2020-09,Long-term migrant,Departures,Female,75-79 years,26
2017-08,2020-09,Long-term migrant,Departures,Male,75-79 years,11
2017-08,2020-09,Long-term migrant,Departures,Female,80-84 years,8
2017-08,2020-09,Long-term migrant,Departures,Male,80-84 years,5
2017-08,2020-09,Long-term migrant,Departures,Female,85-89 years,5
2017-08,2020-09,Long-term migrant,Departures,Male,85-89 years,6
2017-08,2020-09,Long-term migrant,Departures,Female,90+ years,1
2017-08,2020-09,Long-term migrant,Net,Female,0-4 years,224
2017-08,2020-09,Long-term migrant,Net,Male,0-4 years,187
2017-08,2020-09,Long-term migrant,Net,Female,10-14 years,193
2017-08,2020-09,Long-term migrant,Net,Male,10-14 years,193
2017-08,2020-09,Long-term migrant,Net,Female,15-19 years,104
2017-08,2020-09,Long-term migrant,Net,Male,15-19 years,162
2017-08,2020-09,Long-term migrant,Net,Female,20-24 years,184
2017-08,2020-09,Long-term migrant,Net,Male,20-24 years,-110
2017-08,2020-09,Long-term migrant,Net,Female,25-29 years,555
2017-08,2020-09,Long-term migrant,Net,Male,25-29 years,105
2017-08,2020-09,Long-term migrant,Net,Female,30-34 years,407
2017-08,2020-09,Long-term migrant,Net,Male,30-34 years,346
2017-08,2020-09,Long-term migrant,Net,Female,35-39 years,266
2017-08,2020-09,Long-term migrant,Net,Male,35-39 years,331
2017-08,2020-09,Long-term migrant,Net,Female,40-44 years,162
2017-08,2020-09,Long-term migrant,Net,Male,40-44 years,146
2017-08,2020-09,Long-term migrant,Net,Female,45-49 years,32
2017-08,2020-09,Long-term migrant,Net,Male,45-49 years,115
2017-08,2020-09,Long-term migrant,Net,Female,5-9 years,208
2017-08,2020-09,Long-term migrant,Net,Male,5-9 years,217
2017-08,2020-09,Long-term migrant,Net,Female,50-54 years,45
2017-08,2020-09,Long-term migrant,Net,Male,50-54 years,52
2017-08,2020-09,Long-term migrant,Net,Female,55-59 years,26
2017-08,2020-09,Long-term migrant,Net,Male,55-59 years,27
2017-08,2020-09,Long-term migrant,Net,Female,60-64 years,65
2017-08,2020-09,Long-term migrant,Net,Male,60-64 years,39
2017-08,2020-09,Long-term migrant,Net,Female,65-69 years,22
2017-08,2020-09,Long-term migrant,Net,Male,65-69 years,23
2017-08,2020-09,Long-term migrant,Net,Female,70-74 years,10
2017-08,2020-09,Long-term migrant,Net,Male,70-74 years,6
2017-08,2020-09,Long-term migrant,Net,Female,75-79 years,-16
2017-08,2020-09,Long-term migrant,Net,Male,75-79 years,7
2017-08,2020-09,Long-term migrant,Net,Female,80-84 years,6
2017-08,2020-09,Long-term migrant,Net,Male,80-84 years,3
2017-08,2020-09,Long-term migrant,Net,Female,85-89 years,-2
2017-08,2020-09,Long-term migrant,Net,Male,85-89 years,7
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,877
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,571
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,692
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1389
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,2217
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1530
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,1035
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,652
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,434
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,697
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,313
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,269
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,267
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,150
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,72
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,28
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,22
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,16
2017-08,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,466
2017-08,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,185
2017-08,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,426
2017-08,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1315
2017-08,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1557
2017-08,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,777
2017-08,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,438
2017-08,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,344
2017-08,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,287
2017-08,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,272
2017-08,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,216
2017-08,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,216
2017-08,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,163
2017-08,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,105
2017-08,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,56
2017-08,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,37
2017-08,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,13
2017-08,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,11
2017-08,2020-09,Long-term migrant,Net,TOTAL,0-4 years,411
2017-08,2020-09,Long-term migrant,Net,TOTAL,10-14 years,386
2017-08,2020-09,Long-term migrant,Net,TOTAL,15-19 years,266
2017-08,2020-09,Long-term migrant,Net,TOTAL,20-24 years,74
2017-08,2020-09,Long-term migrant,Net,TOTAL,25-29 years,660
2017-08,2020-09,Long-term migrant,Net,TOTAL,30-34 years,753
2017-08,2020-09,Long-term migrant,Net,TOTAL,35-39 years,597
2017-08,2020-09,Long-term migrant,Net,TOTAL,40-44 years,308
2017-08,2020-09,Long-term migrant,Net,TOTAL,45-49 years,147
2017-08,2020-09,Long-term migrant,Net,TOTAL,5-9 years,425
2017-08,2020-09,Long-term migrant,Net,TOTAL,50-54 years,97
2017-08,2020-09,Long-term migrant,Net,TOTAL,55-59 years,53
2017-08,2020-09,Long-term migrant,Net,TOTAL,60-64 years,104
2017-08,2020-09,Long-term migrant,Net,TOTAL,65-69 years,45
2017-08,2020-09,Long-term migrant,Net,TOTAL,70-74 years,16
2017-08,2020-09,Long-term migrant,Net,TOTAL,75-79 years,-9
2017-08,2020-09,Long-term migrant,Net,TOTAL,80-84 years,9
2017-08,2020-09,Long-term migrant,Net,TOTAL,85-89 years,5
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,1
2017-08,2020-09,Long-term migrant,Departures,TOTAL,90+ years,1
2017-08,2020-09,Long-term migrant,Net,TOTAL,90+ years,0
2017-08,2020-09,Long-term migrant,Arrivals,Female,TOTAL,5601
2017-08,2020-09,Long-term migrant,Arrivals,Male,TOTAL,5631
2017-08,2020-09,Long-term migrant,Departures,Female,TOTAL,3110
2017-08,2020-09,Long-term migrant,Departures,Male,TOTAL,3775
2017-08,2020-09,Long-term migrant,Net,Female,TOTAL,2491
2017-08,2020-09,Long-term migrant,Net,Male,TOTAL,1856
2017-08,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,11232
2017-08,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,6885
2017-08,2020-09,Long-term migrant,Net,TOTAL,TOTAL,4347
2017-09,2020-09,Long-term migrant,Arrivals,Female,0-4 years,389
2017-09,2020-09,Long-term migrant,Arrivals,Male,0-4 years,419
2017-09,2020-09,Long-term migrant,Arrivals,Female,10-14 years,231
2017-09,2020-09,Long-term migrant,Arrivals,Male,10-14 years,233
2017-09,2020-09,Long-term migrant,Arrivals,Female,15-19 years,300
2017-09,2020-09,Long-term migrant,Arrivals,Male,15-19 years,376
2017-09,2020-09,Long-term migrant,Arrivals,Female,20-24 years,917
2017-09,2020-09,Long-term migrant,Arrivals,Male,20-24 years,750
2017-09,2020-09,Long-term migrant,Arrivals,Female,25-29 years,1273
2017-09,2020-09,Long-term migrant,Arrivals,Male,25-29 years,1078
2017-09,2020-09,Long-term migrant,Arrivals,Female,30-34 years,836
2017-09,2020-09,Long-term migrant,Arrivals,Male,30-34 years,794
2017-09,2020-09,Long-term migrant,Arrivals,Female,35-39 years,468
2017-09,2020-09,Long-term migrant,Arrivals,Male,35-39 years,536
2017-09,2020-09,Long-term migrant,Arrivals,Female,40-44 years,277
2017-09,2020-09,Long-term migrant,Arrivals,Male,40-44 years,381
2017-09,2020-09,Long-term migrant,Arrivals,Female,45-49 years,181
2017-09,2020-09,Long-term migrant,Arrivals,Male,45-49 years,275
2017-09,2020-09,Long-term migrant,Arrivals,Female,5-9 years,308
2017-09,2020-09,Long-term migrant,Arrivals,Male,5-9 years,324
2017-09,2020-09,Long-term migrant,Arrivals,Female,50-54 years,183
2017-09,2020-09,Long-term migrant,Arrivals,Male,50-54 years,185
2017-09,2020-09,Long-term migrant,Arrivals,Female,55-59 years,130
2017-09,2020-09,Long-term migrant,Arrivals,Male,55-59 years,143
2017-09,2020-09,Long-term migrant,Arrivals,Female,60-64 years,123
2017-09,2020-09,Long-term migrant,Arrivals,Male,60-64 years,142
2017-09,2020-09,Long-term migrant,Arrivals,Female,65-69 years,78
2017-09,2020-09,Long-term migrant,Arrivals,Male,65-69 years,84
2017-09,2020-09,Long-term migrant,Arrivals,Female,70-74 years,33
2017-09,2020-09,Long-term migrant,Arrivals,Male,70-74 years,38
2017-09,2020-09,Long-term migrant,Arrivals,Female,75-79 years,20
2017-09,2020-09,Long-term migrant,Arrivals,Male,75-79 years,25
2017-09,2020-09,Long-term migrant,Arrivals,Female,80-84 years,8
2017-09,2020-09,Long-term migrant,Arrivals,Male,80-84 years,11
2017-09,2020-09,Long-term migrant,Arrivals,Female,85-89 years,3
2017-09,2020-09,Long-term migrant,Arrivals,Male,85-89 years,4
2017-09,2020-09,Long-term migrant,Arrivals,Female,90+ years,4
2017-09,2020-09,Long-term migrant,Arrivals,Male,90+ years,2
2017-09,2020-09,Long-term migrant,Departures,Female,0-4 years,236
2017-09,2020-09,Long-term migrant,Departures,Male,0-4 years,245
2017-09,2020-09,Long-term migrant,Departures,Female,10-14 years,101
2017-09,2020-09,Long-term migrant,Departures,Male,10-14 years,116
2017-09,2020-09,Long-term migrant,Departures,Female,15-19 years,187
2017-09,2020-09,Long-term migrant,Departures,Male,15-19 years,207
2017-09,2020-09,Long-term migrant,Departures,Female,20-24 years,497
2017-09,2020-09,Long-term migrant,Departures,Male,20-24 years,594
2017-09,2020-09,Long-term migrant,Departures,Female,25-29 years,675
2017-09,2020-09,Long-term migrant,Departures,Male,25-29 years,766
2017-09,2020-09,Long-term migrant,Departures,Female,30-34 years,374
2017-09,2020-09,Long-term migrant,Departures,Male,30-34 years,413
2017-09,2020-09,Long-term migrant,Departures,Female,35-39 years,230
2017-09,2020-09,Long-term migrant,Departures,Male,35-39 years,255
2017-09,2020-09,Long-term migrant,Departures,Female,40-44 years,130
2017-09,2020-09,Long-term migrant,Departures,Male,40-44 years,174
2017-09,2020-09,Long-term migrant,Departures,Female,45-49 years,138
2017-09,2020-09,Long-term migrant,Departures,Male,45-49 years,154
2017-09,2020-09,Long-term migrant,Departures,Female,5-9 years,158
2017-09,2020-09,Long-term migrant,Departures,Male,5-9 years,164
2017-09,2020-09,Long-term migrant,Departures,Female,50-54 years,124
2017-09,2020-09,Long-term migrant,Departures,Male,50-54 years,118
2017-09,2020-09,Long-term migrant,Departures,Female,55-59 years,100
2017-09,2020-09,Long-term migrant,Departures,Male,55-59 years,108
2017-09,2020-09,Long-term migrant,Departures,Female,60-64 years,75
2017-09,2020-09,Long-term migrant,Departures,Male,60-64 years,81
2017-09,2020-09,Long-term migrant,Departures,Female,65-69 years,46
2017-09,2020-09,Long-term migrant,Departures,Male,65-69 years,58
2017-09,2020-09,Long-term migrant,Departures,Female,70-74 years,30
2017-09,2020-09,Long-term migrant,Departures,Male,70-74 years,33
2017-09,2020-09,Long-term migrant,Departures,Female,75-79 years,31
2017-09,2020-09,Long-term migrant,Departures,Male,75-79 years,25
2017-09,2020-09,Long-term migrant,Departures,Female,80-84 years,12
2017-09,2020-09,Long-term migrant,Departures,Male,80-84 years,12
2017-09,2020-09,Long-term migrant,Departures,Female,85-89 years,5
2017-09,2020-09,Long-term migrant,Departures,Male,85-89 years,6
2017-09,2020-09,Long-term migrant,Departures,Female,90+ years,1
2017-09,2020-09,Long-term migrant,Net,Female,0-4 years,153
2017-09,2020-09,Long-term migrant,Net,Male,0-4 years,174
2017-09,2020-09,Long-term migrant,Net,Female,10-14 years,130
2017-09,2020-09,Long-term migrant,Net,Male,10-14 years,117
2017-09,2020-09,Long-term migrant,Net,Female,15-19 years,113
2017-09,2020-09,Long-term migrant,Net,Male,15-19 years,169
2017-09,2020-09,Long-term migrant,Net,Female,20-24 years,420
2017-09,2020-09,Long-term migrant,Net,Male,20-24 years,156
2017-09,2020-09,Long-term migrant,Net,Female,25-29 years,598
2017-09,2020-09,Long-term migrant,Net,Male,25-29 years,312
2017-09,2020-09,Long-term migrant,Net,Female,30-34 years,462
2017-09,2020-09,Long-term migrant,Net,Male,30-34 years,381
2017-09,2020-09,Long-term migrant,Net,Female,35-39 years,238
2017-09,2020-09,Long-term migrant,Net,Male,35-39 years,281
2017-09,2020-09,Long-term migrant,Net,Female,40-44 years,147
2017-09,2020-09,Long-term migrant,Net,Male,40-44 years,207
2017-09,2020-09,Long-term migrant,Net,Female,45-49 years,43
2017-09,2020-09,Long-term migrant,Net,Male,45-49 years,121
2017-09,2020-09,Long-term migrant,Net,Female,5-9 years,150
2017-09,2020-09,Long-term migrant,Net,Male,5-9 years,160
2017-09,2020-09,Long-term migrant,Net,Female,50-54 years,59
2017-09,2020-09,Long-term migrant,Net,Male,50-54 years,67
2017-09,2020-09,Long-term migrant,Net,Female,55-59 years,30
2017-09,2020-09,Long-term migrant,Net,Male,55-59 years,35
2017-09,2020-09,Long-term migrant,Net,Female,60-64 years,48
2017-09,2020-09,Long-term migrant,Net,Male,60-64 years,61
2017-09,2020-09,Long-term migrant,Net,Female,65-69 years,32
2017-09,2020-09,Long-term migrant,Net,Male,65-69 years,26
2017-09,2020-09,Long-term migrant,Net,Female,70-74 years,3
2017-09,2020-09,Long-term migrant,Net,Male,70-74 years,5
2017-09,2020-09,Long-term migrant,Net,Female,75-79 years,-11
2017-09,2020-09,Long-term migrant,Net,Female,80-84 years,-4
2017-09,2020-09,Long-term migrant,Net,Male,80-84 years,-1
2017-09,2020-09,Long-term migrant,Net,Female,85-89 years,-2
2017-09,2020-09,Long-term migrant,Net,Male,85-89 years,-2
2017-09,2020-09,Long-term migrant,Net,Female,90+ years,3
2017-09,2020-09,Long-term migrant,Net,Male,90+ years,2
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,808
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,464
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,676
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1667
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,2351
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1630
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,1004
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,658
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,456
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,632
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,368
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,273
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,265
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,162
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,71
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,45
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,19
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,7
2017-09,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,481
2017-09,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,217
2017-09,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,394
2017-09,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1091
2017-09,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1441
2017-09,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,787
2017-09,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,485
2017-09,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,304
2017-09,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,292
2017-09,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,322
2017-09,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,242
2017-09,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,208
2017-09,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,156
2017-09,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,104
2017-09,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,63
2017-09,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,56
2017-09,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,24
2017-09,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,11
2017-09,2020-09,Long-term migrant,Net,TOTAL,0-4 years,327
2017-09,2020-09,Long-term migrant,Net,TOTAL,10-14 years,247
2017-09,2020-09,Long-term migrant,Net,TOTAL,15-19 years,282
2017-09,2020-09,Long-term migrant,Net,TOTAL,20-24 years,576
2017-09,2020-09,Long-term migrant,Net,TOTAL,25-29 years,910
2017-09,2020-09,Long-term migrant,Net,TOTAL,30-34 years,843
2017-09,2020-09,Long-term migrant,Net,TOTAL,35-39 years,519
2017-09,2020-09,Long-term migrant,Net,TOTAL,40-44 years,354
2017-09,2020-09,Long-term migrant,Net,TOTAL,45-49 years,164
2017-09,2020-09,Long-term migrant,Net,TOTAL,5-9 years,310
2017-09,2020-09,Long-term migrant,Net,TOTAL,50-54 years,126
2017-09,2020-09,Long-term migrant,Net,TOTAL,55-59 years,65
2017-09,2020-09,Long-term migrant,Net,TOTAL,60-64 years,109
2017-09,2020-09,Long-term migrant,Net,TOTAL,65-69 years,58
2017-09,2020-09,Long-term migrant,Net,TOTAL,70-74 years,8
2017-09,2020-09,Long-term migrant,Net,TOTAL,75-79 years,-11
2017-09,2020-09,Long-term migrant,Net,TOTAL,80-84 years,-5
2017-09,2020-09,Long-term migrant,Net,TOTAL,85-89 years,-4
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,6
2017-09,2020-09,Long-term migrant,Departures,TOTAL,90+ years,1
2017-09,2020-09,Long-term migrant,Net,TOTAL,90+ years,5
2017-09,2020-09,Long-term migrant,Arrivals,Female,TOTAL,5762
2017-09,2020-09,Long-term migrant,Arrivals,Male,TOTAL,5800
2017-09,2020-09,Long-term migrant,Departures,Female,TOTAL,3150
2017-09,2020-09,Long-term migrant,Departures,Male,TOTAL,3529
2017-09,2020-09,Long-term migrant,Net,Female,TOTAL,2612
2017-09,2020-09,Long-term migrant,Net,Male,TOTAL,2271
2017-09,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,11562
2017-09,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,6679
2017-09,2020-09,Long-term migrant,Net,TOTAL,TOTAL,4883
2017-10,2020-09,Long-term migrant,Arrivals,Female,0-4 years,427
2017-10,2020-09,Long-term migrant,Arrivals,Male,0-4 years,408
2017-10,2020-09,Long-term migrant,Arrivals,Female,10-14 years,214
2017-10,2020-09,Long-term migrant,Arrivals,Male,10-14 years,207
2017-10,2020-09,Long-term migrant,Arrivals,Female,15-19 years,297
2017-10,2020-09,Long-term migrant,Arrivals,Male,15-19 years,375
2017-10,2020-09,Long-term migrant,Arrivals,Female,20-24 years,776
2017-10,2020-09,Long-term migrant,Arrivals,Male,20-24 years,774
2017-10,2020-09,Long-term migrant,Arrivals,Female,25-29 years,1291
2017-10,2020-09,Long-term migrant,Arrivals,Male,25-29 years,1193
2017-10,2020-09,Long-term migrant,Arrivals,Female,30-34 years,765
2017-10,2020-09,Long-term migrant,Arrivals,Male,30-34 years,813
2017-10,2020-09,Long-term migrant,Arrivals,Female,35-39 years,478
2017-10,2020-09,Long-term migrant,Arrivals,Male,35-39 years,565
2017-10,2020-09,Long-term migrant,Arrivals,Female,40-44 years,264
2017-10,2020-09,Long-term migrant,Arrivals,Male,40-44 years,430
2017-10,2020-09,Long-term migrant,Arrivals,Female,45-49 years,209
2017-10,2020-09,Long-term migrant,Arrivals,Male,45-49 years,326
